trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
97,False,"{'a': 0.2, 'e': 0.9029999999999999}",20,0,-52.4595399726128,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
98,False,"{'a': 0.2, 'e': 0.9019999999999999}",20,11,-72.24350931571954,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
99,False,"{'a': 0.2, 'e': 0.9009999999999999}",30,0,-121.82108278032366,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
100,False,"{'a': 0.2, 'e': 0.8959999999999999}",25,0,-151.10730279626398,"{0: 12, 1: 1, 2: 10, 3: 1, 4: 1}",0
101,False,"{'a': 0.2, 'e': 0.8909999999999999}",25,0,-72.0143000335297,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
102,False,"{'a': 0.2, 'e': 0.8859999999999999}",30,0,-149.67427377533383,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
103,False,"{'a': 0.2, 'e': 0.8809999999999999}",25,0,-116.42865180416788,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
104,False,"{'a': 0.2, 'e': 0.8759999999999999}",25,0,-40.52731078323855,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
105,False,"{'a': 0.2, 'e': 0.8709999999999999}",25,0,-75.02394280834957,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
106,False,"{'a': 0.2, 'e': 0.8659999999999999}",20,0,-66.75882198949364,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
107,False,"{'a': 0.2, 'e': 0.8609999999999999}",25,9,-21.80604547889198,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
108,False,"{'a': 0.2, 'e': 0.8559999999999999}",25,0,-186.1507382262974,"{0: 18, 1: 0, 2: 1, 3: 2, 4: 4}",0
109,False,"{'a': 0.2, 'e': 0.8509999999999999}",25,0,-147.86185627882705,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
110,False,"{'a': 0.2, 'e': 0.8459999999999999}",30,0,-284.33613321081845,"{0: 19, 1: 1, 2: 0, 3: 5, 4: 5}",0
111,False,"{'a': 0.2, 'e': 0.8409999999999999}",30,0,-145.2324226989743,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
112,False,"{'a': 0.2, 'e': 0.8359999999999999}",20,7,-42.627164651295246,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
113,False,"{'a': 0.2, 'e': 0.8309999999999998}",20,11,-1.1777671514538652,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.2, 'e': 0.8259999999999998}",20,14,6.221301770334875,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.2, 'e': 0.8209999999999998}",25,0,-82.30662617721265,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
116,False,"{'a': 0.2, 'e': 0.8159999999999998}",30,0,-166.14797966608492,"{0: 16, 1: 1, 2: 10, 3: 2, 4: 1}",0
117,False,"{'a': 0.2, 'e': 0.8109999999999998}",25,9,-59.01241659512659,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
118,False,"{'a': 0.2, 'e': 0.8059999999999998}",20,0,-115.62637715713866,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
119,False,"{'a': 0.2, 'e': 0.8009999999999998}",20,10,3.5069937029720823,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.2, 'e': 0.7959999999999998}",20,0,-90.17421851931658,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
121,False,"{'a': 0.2, 'e': 0.7909999999999998}",30,0,-111.44091777457915,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 1}",0
122,False,"{'a': 0.2, 'e': 0.7859999999999998}",20,0,-60.834217077698405,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
123,False,"{'a': 0.2, 'e': 0.7809999999999998}",20,2,-49.68157079004529,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
124,False,"{'a': 0.2, 'e': 0.7759999999999998}",20,0,-59.5356164923503,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
125,False,"{'a': 0.2, 'e': 0.7709999999999998}",20,0,-109.69460743500859,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
126,False,"{'a': 0.2, 'e': 0.7659999999999998}",20,0,-40.99719003966556,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
127,False,"{'a': 0.2, 'e': 0.7609999999999998}",20,0,-74.30682741160012,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
128,False,"{'a': 0.2, 'e': 0.7559999999999998}",25,0,-111.07649859296086,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
129,False,"{'a': 0.2, 'e': 0.7509999999999998}",25,0,-122.06477962492761,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
130,False,"{'a': 0.2, 'e': 0.7459999999999998}",20,12,-49.89654664688704,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
131,False,"{'a': 0.2, 'e': 0.7409999999999998}",20,0,-94.95831553067966,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
132,False,"{'a': 0.2, 'e': 0.7359999999999998}",20,0,-76.12309078980635,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
133,False,"{'a': 0.2, 'e': 0.7309999999999998}",30,0,-111.8282189238472,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
134,False,"{'a': 0.2, 'e': 0.7259999999999998}",30,18,2.169721747383412,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.2, 'e': 0.7209999999999998}",25,0,-137.31767498154585,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
136,False,"{'a': 0.2, 'e': 0.7159999999999997}",25,1,-70.686036084484,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 1}",1
137,False,"{'a': 0.2, 'e': 0.7109999999999997}",30,0,-148.9255547123689,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
138,False,"{'a': 0.2, 'e': 0.7059999999999997}",30,0,-64.32521532674559,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
139,False,"{'a': 0.2, 'e': 0.7009999999999997}",20,0,-108.9647843451029,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
140,False,"{'a': 0.2, 'e': 0.6959999999999997}",25,0,-83.71311134096496,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
141,False,"{'a': 0.2, 'e': 0.6909999999999997}",30,0,-194.04977827287576,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
142,False,"{'a': 0.2, 'e': 0.6859999999999997}",20,2,-13.963644868715175,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.6809999999999997}",25,0,24.666603749371355,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
144,False,"{'a': 0.2, 'e': 0.6759999999999997}",20,11,2.820662930675078,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.6709999999999997}",20,5,0.026289855458632605,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.6659999999999997}",25,0,-85.55664082303315,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
147,False,"{'a': 0.2, 'e': 0.6609999999999997}",30,0,-144.61544832171688,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
148,False,"{'a': 0.2, 'e': 0.6559999999999997}",25,4,-16.72834306212871,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.6509999999999997}",20,0,-70.8609238633234,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
150,False,"{'a': 0.2, 'e': 0.6459999999999997}",20,12,-3.8817258662354224,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.6409999999999997}",25,0,-63.64433096607161,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
152,False,"{'a': 0.2, 'e': 0.6359999999999997}",30,15,-15.81594805223796,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.6309999999999997}",30,1,-58.67603900268896,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 1}",1
154,False,"{'a': 0.2, 'e': 0.6259999999999997}",20,0,-35.338256814502266,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
155,False,"{'a': 0.2, 'e': 0.6209999999999997}",30,13,4.854239028820492,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.6159999999999997}",20,0,-119.76285875649744,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
157,False,"{'a': 0.2, 'e': 0.6109999999999997}",20,0,-51.4969684037928,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
158,False,"{'a': 0.2, 'e': 0.6059999999999997}",20,3,14.934474699698976,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.6009999999999996}",20,10,-11.843975563451451,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.5959999999999996}",20,6,-41.62434363326972,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
161,False,"{'a': 0.2, 'e': 0.5909999999999996}",20,0,-28.11011094175456,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
162,False,"{'a': 0.2, 'e': 0.5859999999999996}",25,2,-71.3067216396184,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
163,False,"{'a': 0.2, 'e': 0.5809999999999996}",20,0,-61.87119068046988,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
164,False,"{'a': 0.2, 'e': 0.5759999999999996}",20,0,-41.632333846429525,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
165,False,"{'a': 0.2, 'e': 0.5709999999999996}",20,0,-84.44446513376732,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
166,False,"{'a': 0.2, 'e': 0.5659999999999996}",25,11,-12.43943525265949,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.5609999999999996}",20,0,-103.17920051415825,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
168,False,"{'a': 0.2, 'e': 0.5559999999999996}",20,3,-108.66855994597525,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
169,False,"{'a': 0.2, 'e': 0.5509999999999996}",25,14,14.698390002882803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.5459999999999996}",25,0,-24.31716335529658,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
171,False,"{'a': 0.2, 'e': 0.5409999999999996}",25,3,10.252264379407784,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.5359999999999996}",20,9,-58.80945665363509,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
173,False,"{'a': 0.2, 'e': 0.5309999999999996}",25,15,-21.97060864312524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.2, 'e': 0.5259999999999996}",25,2,-170.90483695434816,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 4}",1
175,False,"{'a': 0.2, 'e': 0.5209999999999996}",30,19,7.2751671102974225,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.5159999999999996}",25,13,5.02956447043781,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.5109999999999996}",25,0,-44.011910192192516,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
178,False,"{'a': 0.2, 'e': 0.5059999999999996}",30,0,-71.0940561254775,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
179,False,"{'a': 0.2, 'e': 0.5009999999999996}",25,18,-2.4731303163257214,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.49599999999999955}",25,0,28.21439329588949,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
181,False,"{'a': 0.2, 'e': 0.49099999999999955}",30,0,-131.13167068115382,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
182,False,"{'a': 0.2, 'e': 0.48599999999999954}",20,0,-177.724999099065,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 4}",0
183,False,"{'a': 0.2, 'e': 0.48099999999999954}",20,6,12.009086476966907,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.47599999999999953}",25,0,-55.19572925821181,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
185,False,"{'a': 0.2, 'e': 0.47099999999999953}",25,0,-26.7994824562036,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
186,False,"{'a': 0.2, 'e': 0.4659999999999995}",25,3,-12.929897887487918,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.4609999999999995}",30,19,6.953568734517598,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.4559999999999995}",30,19,-42.39694456134213,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.2, 'e': 0.4509999999999995}",25,2,-57.57843435569876,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
190,False,"{'a': 0.2, 'e': 0.4459999999999995}",25,20,11.503330206723959,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.4409999999999995}",20,10,-8.760366967980334,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.4359999999999995}",20,12,12.879750659857905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.4309999999999995}",30,7,3.8734880707066615,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.4259999999999995}",25,0,10.564867844648262,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.2, 'e': 0.4209999999999995}",20,0,-49.71127316335487,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
196,False,"{'a': 0.2, 'e': 0.4159999999999995}",25,0,-13.609588722589491,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
197,False,"{'a': 0.2, 'e': 0.4109999999999995}",25,1,-7.2241920966207225,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.4059999999999995}",35,0,-16.632137183877873,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
199,False,"{'a': 0.2, 'e': 0.40099999999999947}",25,15,-16.490477033663634,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.39599999999999946}",20,6,3.2872502383083173,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.39099999999999946}",25,8,-27.648362803803302,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
202,False,"{'a': 0.2, 'e': 0.38599999999999945}",20,2,4.558421076754223,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.38099999999999945}",20,0,-27.415343729256247,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
204,False,"{'a': 0.2, 'e': 0.37599999999999945}",25,11,-15.654634501561489,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.2, 'e': 0.37099999999999944}",25,14,-4.230365442855327,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.36599999999999944}",20,2,-67.01127437949262,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
207,False,"{'a': 0.2, 'e': 0.36099999999999943}",25,15,-7.352109781218626,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.35599999999999943}",20,2,6.871605381250243,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.3509999999999994}",25,2,-0.0953418608482699,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.3459999999999994}",20,0,27.92975007694186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.2, 'e': 0.3409999999999994}",25,20,9.20745276726381,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.3359999999999994}",25,9,12.14603472649361,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.3309999999999994}",20,0,-10.722134594603146,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
214,False,"{'a': 0.2, 'e': 0.3259999999999994}",25,8,-24.351791515390488,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
215,False,"{'a': 0.2, 'e': 0.3209999999999994}",20,3,-27.94140709538389,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.3159999999999994}",35,21,26.867909832285022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.3109999999999994}",20,8,12.105563659831496,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.2, 'e': 0.3059999999999994}",20,0,3.0735723137616358,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
219,False,"{'a': 0.2, 'e': 0.3009999999999994}",25,0,0.4072727866220265,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.2959999999999994}",20,6,-29.639658062375016,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.29099999999999937}",30,3,-110.66467213098142,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 2}",1
222,False,"{'a': 0.2, 'e': 0.28599999999999937}",30,9,-46.74623030585311,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
223,False,"{'a': 0.2, 'e': 0.28099999999999936}",20,7,13.7678587550997,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.27599999999999936}",25,2,25.38692570115793,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.27099999999999935}",25,3,18.64861104605483,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.26599999999999935}",25,12,16.083201213982424,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.26099999999999934}",25,12,5.524070530887667,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.25599999999999934}",20,12,-14.991029208610854,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.2, 'e': 0.25099999999999933}",25,14,17.607217150074938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.24599999999999933}",25,11,-26.42921306799447,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.2, 'e': 0.24099999999999933}",20,0,-30.86496317653299,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
232,False,"{'a': 0.2, 'e': 0.23599999999999932}",30,18,0.6802552317554382,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.23099999999999932}",20,15,12.293540592873967,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.2259999999999993}",20,10,3.5704883312865485,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.2209999999999993}",20,14,9.210558970149846,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.2159999999999993}",25,9,27.453646975760524,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.2109999999999993}",35,21,-17.142764041309416,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.2, 'e': 0.2059999999999993}",20,0,-83.90173792399018,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
239,False,"{'a': 0.2, 'e': 0.2009999999999993}",25,0,-34.58951018875224,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
240,False,"{'a': 0.2, 'e': 0.19599999999999929}",25,12,19.807275062897137,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.19099999999999928}",30,11,-18.47733847446826,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.2, 'e': 0.18599999999999928}",20,2,17.96127740476549,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.18099999999999927}",20,2,22.365585630729782,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.17599999999999927}",20,0,17.463771122326357,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.17099999999999926}",25,0,17.349295278608327,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
246,False,"{'a': 0.2, 'e': 0.16599999999999926}",25,0,-43.08819702325916,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
247,False,"{'a': 0.2, 'e': 0.16099999999999925}",30,10,37.67789583951609,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.15599999999999925}",25,1,8.357941255105468,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.15099999999999925}",25,8,-1.0700989331789366,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.14599999999999924}",25,17,15.406263826569814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.14099999999999924}",20,0,22.2005132248906,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.13599999999999923}",25,17,14.779134166799707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.13099999999999923}",20,7,9.754623778596043,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.12599999999999922}",20,0,-13.89479499138965,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
255,False,"{'a': 0.2, 'e': 0.12099999999999922}",30,19,21.558876346360208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.11599999999999921}",20,12,14.816912820595146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.11099999999999921}",30,13,29.709653526310294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.1059999999999992}",30,15,4.996087320278189,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.1009999999999992}",25,3,29.808872076496293,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.0959999999999992}",25,13,17.813729002928575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.09099999999999919}",30,16,3.6899036945927426,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.08599999999999919}",30,13,32.48916647799525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.08099999999999918}",20,16,6.522787303834992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.07599999999999918}",20,0,29.634024438247437,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.2, 'e': 0.07099999999999917}",25,20,11.451666941247517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.06599999999999917}",20,10,21.805795757747564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.06099999999999917}",25,8,29.99510428649953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.055999999999999175}",35,13,38.0683175121652,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.05099999999999918}",20,6,-20.452428207128047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.2, 'e': 0.04599999999999918}",20,14,11.052309595067806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.04099999999999918}",35,19,30.204736868534823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.035999999999999185}",30,5,44.75098716972152,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.030999999999999184}",20,10,12.773526324923091,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.025999999999999183}",20,14,9.787241559513422,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.020999999999999183}",20,16,7.050698524830503,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.01599999999999918}",20,3,31.044182251094135,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.01099999999999918}",25,11,28.021711785759084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.0059999999999991805}",30,3,41.17258669258627,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,23.23981428197135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,15,30.00810811392191,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
