trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
124,False,"{'a': 0.5, 'e': 0.7759999999999998}",30,0,-131.54300563703785,"{0: 19, 1: 3, 2: 4, 3: 3, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.7709999999999998}",30,0,-128.80432859245784,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",1
126,False,"{'a': 0.5, 'e': 0.7659999999999998}",20,0,-63.6897897930878,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.7609999999999998}",30,0,-96.72507009121446,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.7559999999999998}",20,0,-56.273743807921115,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.7509999999999998}",20,0,-82.90613034336799,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.7459999999999998}",30,0,-82.0943643562202,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.7409999999999998}",25,0,-34.928274384626775,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.7359999999999998}",20,0,-95.33247361688541,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.7309999999999998}",30,0,-46.5596000327937,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.7259999999999998}",25,17,-62.789377313728366,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.7209999999999998}",25,0,-132.37320561321997,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
136,False,"{'a': 0.5, 'e': 0.7159999999999997}",20,0,-106.67601558350238,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.7109999999999997}",30,0,-192.82390251727705,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
138,False,"{'a': 0.5, 'e': 0.7059999999999997}",25,0,-99.04118000663956,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.7009999999999997}",25,4,-61.155646515745346,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.6959999999999997}",20,10,-4.58103189475843,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.6909999999999997}",20,2,-93.00121611118239,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
142,False,"{'a': 0.5, 'e': 0.6859999999999997}",30,7,19.783347041877086,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.6809999999999997}",35,0,-127.80462791442615,"{0: 23, 1: 4, 2: 6, 3: 0, 4: 2}",0
144,False,"{'a': 0.5, 'e': 0.6759999999999997}",25,0,-54.89447349197083,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.6709999999999997}",20,0,-75.89483061841699,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.6659999999999997}",35,10,-86.21334580597573,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.6609999999999997}",25,0,-84.34667070897605,"{0: 18, 1: 1, 2: 2, 3: 4, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.6559999999999997}",30,0,-7.541497524693794,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.6509999999999997}",20,12,-9.798827463835512,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.6459999999999997}",20,9,-24.601876393385854,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.6409999999999997}",30,0,-134.96146096976162,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.6359999999999997}",25,1,-105.97701779798174,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 2}",1
153,False,"{'a': 0.5, 'e': 0.6309999999999997}",25,0,-37.70459269307915,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.6259999999999997}",25,5,3.3467924243971234,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.6209999999999997}",30,13,-58.07487331665959,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.6159999999999997}",20,11,9.657404090729292,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.6109999999999997}",20,0,-72.42466334606117,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.6059999999999997}",20,15,-11.761751939692738,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.6009999999999996}",25,14,-31.665508811930728,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.5959999999999996}",25,2,-84.95276730335215,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.5909999999999996}",25,14,6.012680069816776,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.5859999999999996}",20,0,-131.1395406546343,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
163,False,"{'a': 0.5, 'e': 0.5809999999999996}",30,20,8.617945601308728,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.5759999999999996}",25,13,5.627301483007061,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.5709999999999996}",20,0,-33.68717599571091,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.5659999999999996}",20,0,-34.719608973108855,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.5609999999999996}",20,10,9.128748244003852,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.5559999999999996}",25,0,-89.95685915964519,"{0: 19, 1: 1, 2: 1, 3: 3, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.5509999999999996}",20,13,14.133037146239177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.5459999999999996}",25,0,-31.54668428212804,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.5409999999999996}",20,16,7.4396277659905605,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.5359999999999996}",30,19,18.53705345047362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.5309999999999996}",25,18,-4.877012281165483,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.5259999999999996}",25,0,-1.519736554365289,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.5209999999999996}",20,0,2.626835342144994,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.5159999999999996}",30,0,-77.09850987757721,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.5109999999999996}",20,6,-8.209691031285734,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.5059999999999996}",30,12,-23.8416727320877,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.5009999999999996}",25,12,-54.444744974995544,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.49599999999999955}",35,0,-47.637059481195884,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.49099999999999955}",25,14,4.744756276242432,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.48599999999999954}",25,0,-37.193017994962936,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.48099999999999954}",20,8,-32.760541696978834,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.47599999999999953}",20,3,-22.4940108025707,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.47099999999999953}",20,14,-9.323073605031567,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.4659999999999995}",25,5,32.33096213922249,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.4609999999999995}",20,0,-6.163419945041822,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.4559999999999995}",20,0,-27.11366333448535,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.4509999999999995}",20,2,-80.89219081345243,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
190,False,"{'a': 0.5, 'e': 0.4459999999999995}",20,9,-31.0715229114482,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.4409999999999995}",20,6,-0.02980729503151136,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.4359999999999995}",25,1,-56.37573313151956,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.4309999999999995}",20,0,-58.63610897218981,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.4259999999999995}",30,19,-14.819656868215855,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.4209999999999995}",20,0,-75.8053644712044,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.4159999999999995}",25,0,13.066213707700559,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.4109999999999995}",20,6,-2.529375264076977,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.4059999999999995}",35,6,-28.42206999932615,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.40099999999999947}",30,16,8.766088851031132,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.39599999999999946}",25,3,-1.8078185154110977,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.39099999999999946}",20,14,8.858963368703396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.38599999999999945}",30,20,7.495773305774886,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.38099999999999945}",20,8,1.437078143505878,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.37599999999999945}",20,0,-92.66878748568507,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.37099999999999944}",30,14,9.71711298772234,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.36599999999999944}",20,8,24.99091704720913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.36099999999999943}",20,12,5.936961308994676,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.35599999999999943}",20,9,12.114766613505761,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.3509999999999994}",20,3,-20.371709598515555,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.3459999999999994}",25,10,3.175189973042143,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.3409999999999994}",30,0,-15.002885402548555,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.3359999999999994}",25,4,4.220992821384435,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.3309999999999994}",20,9,6.227662208800271,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.3259999999999994}",25,5,-71.28358522646647,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
215,False,"{'a': 0.5, 'e': 0.3209999999999994}",20,5,2.957042319351617,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.3159999999999994}",30,9,-79.34941855349277,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 2}",1
217,False,"{'a': 0.5, 'e': 0.3109999999999994}",25,4,-8.132899984568704,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.3059999999999994}",20,8,-39.361247463385,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.3009999999999994}",25,2,-28.096899274242748,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.2959999999999994}",20,8,5.593120722939062,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.29099999999999937}",25,12,16.713976316281485,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.28599999999999937}",25,8,6.719432645053136,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.28099999999999936}",35,20,23.75898236200052,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.27599999999999936}",35,20,16.515876872897405,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.27099999999999935}",30,0,44.936778983826954,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
